DwellingData_id,MPRN,Dwelling Address,Dwelling AddressLine1,Dwelling AddressLine2,Dwelling AddressLine3,Dwelling AddressLine4,Dwelling AddressLine5,Dwelling County,Dwelling PostCode,MPRN Address,MPRN unit no,MPRN house no,MPRN street,MPRN address1,MPRN address2,MPRN address4,MPRN address5,MPRN city,MPRN county,MPRN county name,Status,Percent_Match,BUILDING_ID,ADDRESS_REFERENCE,EIRCODE,SMALL_AREA_REF,Geo_Address,LATITUDE,LONGITUDE,UNIQUE_SMALL_AREA_REF,UNIQUE_EIRCODE,UNIQUE_LATITUDE,UNIQUE_LONGITUDE,New_Change,New_EIRCODE,New_SMALL_AREA_REF,New_Geo_Address,List_results,New_ADDRESS_REFENENCE
920820.0,10010649828.0,ARD MHUIRE KNOCKNACARRA ROAD CO GALWAY GALWAY CITY,ARD MHUIRE,KNOCKNACARRA ROAD,CO GALWAY,,,53.0,,ARD MHUIRE KNOCKNACARRA ROAD GALWAY GW,,,ARD MHUIRE,,,KNOCKNACARRA ROAD,,GALWAY,GALWAY,,MANY RESULTS,56.0,80598919.0,8059891900000000.0,H91K5FE,67185009,ARD MHUIRE CAMP STREET OUGHTERARD CO. GALWAY,53.4307990540583,-9.3196812747355,,,,,False,,,,,
228773.0,10301898577.0,MEELICK LOUGHGLYNN CASTLEREA CO ROSCOMMON,MEELICK,LOUGHGLYNN,CASTLEREA,,,45.0,,MEELICK LOUGHGLYNN CASTLEREA RN,,,MEELICK,,,LOUGHGLYNN,,CASTLEREA,ROSCOMMON,,MANY RESULTS,94.0,80377796.0,8037779600000000.0,F45A995,197005002,MEELICK LOUGHLYNN CO. ROSCOMMON,53.817480511412896,-8.61000052460767,197005002,,,,False,,,,,
431334.0,10013722667.0,ROSCATH KILBRIDE CO WICKLOW,ROSCATH,KILBRIDE,,,,51.0,,KILBRIDE ROSCATH NO 1 CO WICKLOW WW,,,KILBRIDE,ROSCATH NUMBER 1,,,,CO WICKLOW,WICKLOW,,MANY RESULTS,64.0,35653939.0,3565393900000000.0,A63VP40,257058004,KILBRIDE CHURCH LANE NEWCASTLE CO. WICKLOW,53.0639037707756,-6.0731958126108205,,,,,False,,,,,
215729.0,10011486972.0,KILSALLAGH WESTPORT CO MAYO ,KILSALLAGH,WESTPORT,,,,41.0,,KILSALLAGH WESTPORT MO,,,KILSALLAGH,,,,,WESTPORT,MAYO,,MANY RESULTS,100.0,80723035.0,8072303500000000.0,F28D403,157104002,GOD'S POCKET CULLEEN KILSALLAGH WESTPORT CO. MAYO,53.752033860299605,-9.7009539397482,,,,,True,F28D403,157104002,GOD'S POCKET CULLEEN KILSALLAGH WESTPORT CO. MAYO F28D403    ,"[8072303500000000L, 8072303600000000L, 8072303700000000L, 8072303900000000L, 8072304000000000L, 8072304440357964L, 8072304500000000L, 8072304600000000L, 8072304800000000L, 8072304900000000L, 8072224400000000L, 8072224260213350L, 8072224300000000L, 8072224500000000L, 8072224700000000L, 8072224835486406L, 8072226300000000L, 8072226400000000L, 8072226500000000L, 8072226700000000L, 8072226800000000L, 8072226935488957L, 8072227035488958L, 8072227100000000L, 8072227200000000L, 8072227300000000L, 8072305500000000L, 8072305600000000L, 8072305300000000L, 8072305437706275L, 8072305900000000L, 8072306100000000L, 8072334900000000L, 8072335000000000L, 8072335135488962L, 8072338800000000L, 8072339000000000L, 8072339100000000L, 8072339200000000L, 8072339300000000L, 8072339400000000L, 8072339500000000L, 8072339600000000L, 8072339700000000L, 8071890635488955L, 3548641600000000L, 3548641900000000L, 3548642100000000L, 3548642400000000L, 3548642500000000L, 3548642600000000L, 3548643300000000L, 3548646000000000L, 3548646300000000L, 3548648300000000L, 3548646600000000L, 3548646900000000L, 3548648400000000L, 3548648735486490L, 3548889800000000L, 3548889900000000L, 3548894000000000L, 3548894400000000L, 3548894700000000L, 3548897300000000L, 3548897500000000L, 2704123800000000L, 2704123900000000L, 2707520700000000L, 3698717400000000L, 3698717700000000L, 3698718300000000L, 3698718400000000L, 3698718500000000L, 3698718600000000L, 3698718900000000L, 3698719000000000L, 3698719100000000L, 3698719600000000L, 3698719700000000L, 3698719900000000L, 8072104800000000L, 8072104935488953L, 8072105000000000L, 3770662200000000L, 3770666000000000L, 3770667100000000L, 3770668600000000L, 3770668900000000L, 3770670600000000L, 3770671900000000L, 3770621600000000L, 3770621700000000L, 3770621800000000L, 3770623000000000L, 3770623940358052L, 3770626500000000L, 3770626100000000L, 3770626200000000L, 3770626900000000L, 3770627100000000L, 3770627300000000L, 3770627800000000L, 3770628200000000L, 3817488900000000L, 3817489800000000L, 3817490800000000L, 3817491300000000L, 3844863700000000L, 3844863900000000L, 3844864200000000L, 3844864300000000L, 3844864600000000L, 3844864800000000L, 3844864900000000L, 6003617500000000L, 6003617700000000L, 6003618600000000L, 6003618700000000L, 6003619000000000L, 6003619200000000L, 6021334800000000L, 6021336000000000L, 4015114100000000L, 4004124600000000L, 4004126800000000L, 4004127100000000L, 4027584300000000L, 4028147640566713L, 4073077640730777L, 4065852600000000L, 4065852700000000L]",8072303500000000
388367.0,10004748146.0,THE PRESBYTERY PUTLAND ROAD BRAY CO WICKLOW,THE PRESBYTERY,PUTLAND ROAD,BRAY,,,51.0,,PUTLAND ROAD THE PAROCIAL HOUSE BRAY WW,,,PUTLAND ROAD,THE PAROCIAL HOUSE,,,,BRAY,WICKLOW,,MANY RESULTS,60.0,24010625.0,2401062500000000.0,A98V8P5,257081001,GWEEDORE 16 PUTLAND ROAD BRAY CO. WICKLOW,53.1958790980867,-6.09671053418497,,,,,False,,,,,
429961.0,10009277276.0,NEWTOWN CLONLARA LIMERICK CO LIMERICK,NEWTOWN,CLONLARA,LIMERICK,,,38.0,,NEWTOWN CLONLARA LIMERICK LK,,,NEWTOWN,,,CLONLARA,,LIMERICK,LIMERICK,,MANY RESULTS,80.0,80978309.0,8097830900000000.0,V94EFR9,127040001,THE YELLOW HOUSE NEWTOWN CLARINA CO. LIMERICK,52.66473283046761,-8.74535115200627,127040001,,,,False,,,,,
268334.0,10015848020.0,ABBEYTOWN ROSCOMMON CO ROSCOMMON ,ABBEYTOWN,ROSCOMMON,,,,45.0,,ABBEYTOWN ROSCOMMON RN,,,ABBEYTOWN,,,,,ROSCOMMON,ROSCOMMON,,MANY RESULTS,68.0,61522538.0,6152253861522542.0,F52XW98,197022001/197022006,BOYLE GAA CLUB ABBEY PARK ABBEYTOWN BOYLE CO. ROSCOMMON,53.97501082,-8.29641372,,,,,False,,,,,
279304.0,10014964075.0,CAVAN RD VIRGINIA CO CAVAN ,CAVAN ROAD,VIRGINIA,,,,2.0,,CAVAN ROAD VIRGINIA CN,,,CAVAN ROAD,,,,,VIRGINIA,CAVAN,,MANY RESULTS,100.0,80591474.0,8059147400000000.0,A82T326,27092009,CAVAN ROAD VIRGINIA CO. CAVAN,53.838614373778896,-7.0896467049913605,,,,,False,,,,,
448841.0,10010921720.0,APARTMENT 4 CHURCHFIELD KNOCK CO MAYO ,APARTMENT 4,CHURCHFIELD,KNOCK,,,41.0,,CHURCHFIELD APT NO 4 BASEMENT KNOCK CO MAYO MO,,,CHURCHFIELD,APARTMENT NUMBER 4 BASEMENT,,KNOCK,,CO MAYO,MAYO,,MANY RESULTS,48.0,36675026.0,3667502600000000.0,H91V0A8,157069004,4 CHURCHFIELDS SHRULE CO. MAYO,53.5231121677562,-9.09121683382183,,,,,False,,,,,
181356.0,10007777793.0,UMMERABOY WEST KNOCKNAGREE MALLOW CO CORK NONE,UMMERABOY WEST,KNOCKNAGREE,MALLOW,,,4.0,NONE,UMMERABOY WEST KNOCKNAGREE CO CORK CK,,,UMMERABOY WEST,,,KNOCKNAGREE,,CO CORK,CORK,,MANY RESULTS,96.0,61513387.0,6151338761513388.0,P51XF29,47130002,UMERABOY WEST KNOCKNAGREE CO. CORK,52.13851666850911,-9.17181918583582,47130002,,,,False,,,,,
558964.0,10018531287.0,CRAGGAKNOCK EAST MULLAGH CO CLARE,CRAGGAKNOCK EAST,MULLAGH,,,,3.0,,CRAGGAKNOCK EAST MULLAGH CO CLARE CE,,,CRAGGAKNOCK EAST,,,MULLAGH,,CO CLARE,CLARE,,MANY RESULTS,83.0,40022793.0,4002279300000000.0,V95HF34,37031001,CRAGGAKNOCK MULLAGH CO. CLARE,52.7733075097635,-9.442140023493133,,,,,False,,,,,
595090.0,10015490243.0,WARDENSTOWN KILLUCAN CO WESTMEATH ,WARDENSTOWN,KILLUCAN,,,,49.0,,WARDENSTOWN KILLUCAN CO WESTMEATH WH,,,WARDENSTOWN,,,KILLUCAN,,CO WESTMEATH,WESTMEATH,,MANY RESULTS,100.0,80406834.0,8040683435078488.0,N91V402,237036001,EN-VISION PHOTO WARDENSTOWN KILLUCAN CO. WESTMEATH,53.5148566657168,-7.102458234594098,,,,,False,,,,,
734444.0,10016792514.0,DRUMCLIFF SOUTH SLIGO CO SLIGO,DRUMCLIFF SOUTH,SLIGO,,,,46.0,,DRUMCLIFF SOUTH SLIGO SO,,,DRUMCLIFF SOUTH,,,,,SLIGO,SLIGO,,MANY RESULTS,93.0,35029031.0,3502903100000000.0,F91H7Y0,207038008,DRUMCLIFFE SOUTH DRUMCLIFFE CO. SLIGO,54.3211154557579,-8.4872716074163,207038008,,,,False,,,,,
418583.0,10006694746.0,TRANSTOWN WATERGRASSHILL CO CORK,TRANSTOWN,WATERGRASSHILL,,,,4.0,,TRANSTOWN WATERGRASSHILL CO CORK CK,,,TRANSTOWN,,,WATERGRASSHILL,,CO CORK,CORK,,MANY RESULTS,91.0,80611259.0,8061125936706944.0,T56NP46,47279001,TRANTSTOWN WATERGRASSHILL CO. CORK,51.987446605928106,-8.36531775311003,47279001,,,,False,,,,,
371877.0,10008989661.0,ARDNATAGLE BRIDGETOWN O BRIENS BRIDGE CO CLARE,ARDNATAGLE,BRIDGETOWN,O BRIENS BRIDGE,,,3.0,,ARDNATAGLE OBRIENSBRIDGE CO CLARE CE,,,ARDNATAGLE,,,OBRIENSBRIDGE,,CO CLARE,CLARE,,MANY RESULTS,91.0,80200199.0,8020019900000000.0,V94T285,037130001/037130002,ARDNATAGLE O'BRIENSBRIDGE CO. CLARE,52.747808125145205,-8.5171337081299,,,,,False,,,,,
708662.0,10305635746.0,MASTERGEEHA KILLCUMMIN KILLARNEY CO KERRY,MASTERGEEHA,KILLCUMMIN,KILLARNEY,,,33.0,,MASTERGEEHA KILLCUMMIN KILLARNEY KY,,,MASTERGEEHA,,,KILLCUMMIN,,KILLARNEY,KERRY,,MANY RESULTS,95.0,61537625.0,6153762500000000.0,V93V12H,77054003,MASTERGEEHA KILCUMMIN KILLARNEY CO. KERRY,52.1035901262136,-9.428529647183213,77054003,,,,False,,,,,
285076.0,10013358118.0,KILCARBERY ENNISCORTHY CO WEXFORD,KILCARBERY,ENNISCORTHY,,,,50.0,,KILCARBRY ENNISCORTHY WX,,,KILCARBRY,,,,,ENNISCORTHY,WEXFORD,,MANY RESULTS,100.0,35373244.0,3537324400000000.0,Y21WX22,247027005,HILL HOUSE KILCARBRY ENNISCORTHY CO. WEXFORD,52.46863655120401,-6.57229880461849,,,,,False,,,,,
1197846.0,10012869743.0,LISMATEIGE HUGGINSTOWN CO KILKENNY ,LISMATEIGE,HUGGINSTOWN,,,,35.0,,LISMATEIGE KNOCKTOPHER CO KILKENNY KK,,,LISMATEIGE,,,KNOCKTOPHER,,CO KILKENNY,KILKENNY,,MANY RESULTS,100.0,80533826.0,8053382600000000.0,R95W8N7,97078001,LISMATEIGE HUGGINSTOWN CO. KILKENNY,52.4080555307044,-7.2471732953035986,,,,,False,,,,,
63125.0,10010602778.0,19 THE ORCHARD KINGSTON GALWAY CITY ,19 THE ORCHARD,KINGSTON,,,,53.0,,THE ORCHARD KINGSTOWN GALWAY GW,,,THE ORCHARD,,,KINGSTOWN,,GALWAY,GALWAY,,MANY RESULTS,100.0,37965148.0,3796514800000000.0,H53HX90,67176004,19 THE ORCHARD MOYLOUGH BALLINASLOE CO. GALWAY,53.48989137946071,-8.56981216164724,,,,,False,,,,,
1295305.0,10017604734.0,ROSSPORT BALLINA CO MAYO ,ROSSPORT,BALLINA,,,,41.0,,ROSSPORT BALLINA MO,,,ROSSPORT,,,,,BALLINA,MAYO,,MANY RESULTS,100.0,80833884.0,8083388400000000.0,F26A2F5,157110003,CORNBOY ROSSPORT BALLINA CO. MAYO,54.2913299416314,-9.76863908330248,,,,,True,F26A2F5,157110003,CORNBOY ROSSPORT BALLINA CO. MAYO F26A2F5     ,"[8083388400000000L, 8083254500000000L, 8083254300000000L, 8083254400000000L, 8083254635390989L, 8083254835390990L, 8083254935390991L, 8083372500000000L, 8083372640173282L, 8083372700000000L, 8083372835391115L, 8083372938095580L, 8083373035391121L, 8083373135391124L, 8083337960086649L, 8083338135391091L, 8083338200000000L, 8083339635390832L, 8083339735390834L, 8083339836650810L, 8083340035390844L, 3539087635390877L, 3539087800000000L, 3539087900000000L, 8099864835391020L, 8099866700000000L, 3554699700000000L, 3665082800000000L, 3665083000000000L, 3665083100000000L, 3665083200000000L, 3539104500000000L, 3539113100000000L, 8083284600000000L, 8083284700000000L, 8083285035390850L, 8083285435391021L, 8083285500000000L, 8083285900000000L, 8083286000000000L, 8083286100000000L, 8083286200000000L, 8083290300000000L, 8083290400000000L, 8083290535390855L, 8083290600000000L, 8083290800000000L, 8083290900000000L, 8083291135390863L, 8083291600000000L, 8083291700000000L, 8083291900000000L, 8083292035390869L, 8083292200000000L, 8083292300000000L, 8083296900000000L, 8083297000000000L, 8083297100000000L, 8083297200000000L, 8083297300000000L, 8083297435391027L, 8083297535390995L, 8083297600000000L, 8083297835390998L, 3809583500000000L, 3809583100000000L, 3809583600000000L, 3809583700000000L, 3809583900000000L, 3809584000000000L, 3809584100000000L, 3809512500000000L, 3809513500000000L, 3809556300000000L, 3809557800000000L, 3809511900000000L, 3809512200000000L, 6008650160086502L, 6008650300000000L, 6008650400000000L, 6008651400000000L, 6008652300000000L, 6008652500000000L, 6008664600000000L, 4007071800000000L, 3856127460086643L, 3856051638560517L, 3856051800000000L, 3856051900000000L, 4017324700000000L, 4017328300000000L, 4030444500000000L, 4037473800000000L]",8083388400000000
995014.0,10017819097.0,LETTERBARRA DONEGAL TOWN CO DONEGAL,LETTERBARRA,DONEGAL TOWN,,,,5.0,,LETTERBARRA DONEGAL TOWN DL,,,LETTERBARRA,,,,,DONEGAL TOWN,DONEGAL,,MANY RESULTS,91.0,40000689.0,4000068900000000.0,F94YC91,57014001,SELACIS LETTERBARROW CO. DONEGAL,54.6987405716752,-8.20877657532816,,,,,False,,,,,
626484.0,10011794129.0,TUBRID SHINRONE BIRR CO OFFALY,TUBRID,SHINRONE,BIRR,,,44.0,,TUBRID SHINRONE BIRR OY,,,TUBRID,,,SHINRONE,,BIRR,OFFALY,,MANY RESULTS,86.0,80722417.0,8072241700000000.0,R42XV40,187079002,TUBBRID SHINRONE BIRR CO. OFFALY,53.0010801212585,-7.921246808301048,,,,,False,,,,,
1298919.0,10016164514.0,GEASHILL CO OFFALY ,GEASHILL,,,,,44.0,,GEASHILL CO OFFALY OY,,,GEASHILL,,,,,CO OFFALY,OFFALY,,MANY RESULTS,100.0,40032552.0,4003255200000000.0,R35VY66,187042005,BALLYDOWNAN GEASHILL CO. OFFALY,53.2252405988961,-7.30122027583773,,,,,False,,,,,
